"","ID","between_subject_condition","within_subject_condition","f00","duration","presentation_order","eveTopleft","eveTopright","eveDownleft","eveDownright","rank_1","rank_2","rank_3","rank_4","if_there_are_errors","error_type","if_there_are_ties"
"420","3041","ties_allowed","indiff","13",30648.653,"A_b_B_a","indiff6_pos","indiff11_neg","indiff11_pos","indiff6_neg","indiff11_pos","indiff6_pos","indiff11_neg","indiff6_neg",1,0,0
"421","3039","ties_allowed","extreme","1",28590.82,"A_B_a_b","impl6_pos","impl5_pos","impl6_neg","impl5_neg","impl6_neg","impl5_neg","impl5_pos","impl6_pos",0,NA,0
"422","3039","ties_allowed","extreme","2",42907.26,"a_A_B_b","plau4_neg","plau4_pos","plau6_pos","plau6_neg","plau4_pos","plau6_pos","plau6_neg","plau4_neg",0,NA,0
"423","3039","ties_allowed","indiff","3",32528.76,"A_a_B_b","indiff3_pos","indiff3_neg","indiff4_pos","indiff4_neg","indiff3_neg","indiff4_pos","indiff3_pos","indiff4_neg",1,0,0
"424","3039","ties_allowed","indiff","4",113065.98,"a_A_B_b","indiff5_neg","indiff5_pos","indiff11_pos","indiff11_neg","indiff11_pos","indiff11_neg","indiff5_pos","indiff5_neg",1,1,0
"425","3039","ties_allowed","indiff","5",30205.62,"A_B_b_a","indiff8_pos","indiff7_pos","indiff7_neg","indiff8_neg","indiff7_neg","indiff8_neg","indiff7_pos","indiff8_pos",1,0,0
"426","3039","ties_allowed","indiff","6",33992.54,"a_B_b_A","indiff1_neg","indiff2_pos","indiff2_neg","indiff1_pos","indiff2_neg","indiff1_pos","indiff1_neg","indiff2_pos",0,NA,0
"427","3039","ties_allowed","extreme","8",31511.26,"a_b_B_A","impl4_neg","impl2_neg","impl2_pos","impl4_pos","impl2_pos","impl4_neg","impl4_pos","impl2_neg",0,NA,0
"428","3039","ties_allowed","extreme","9",44268.74,"a_A_B_b","plau5_neg","plau5_pos","plau2_pos","plau2_neg","plau5_pos","plau2_pos","plau2_neg","plau5_neg",0,NA,0
"429","3039","ties_allowed","extreme","10",21030.96,"a_b_B_A","impl3_neg","plau1_neg","plau1_pos","impl3_pos","impl3_neg","plau1_pos","plau1_neg","impl3_pos",0,NA,0
"430","3039","ties_allowed","extreme","11",16762.84,"A_a_b_B","plau3_pos","plau3_neg","impl1_neg","impl1_pos","impl1_neg","plau3_pos","plau3_neg","impl1_pos",0,NA,0
"431","3039","ties_allowed","indiff","12",36002.16,"A_a_b_B","indiff9_pos","indiff9_neg","indiff10_neg","indiff10_pos","indiff10_neg","indiff9_pos","indiff9_neg","indiff10_pos",0,NA,0
"432","3039","ties_allowed","indiff","13",40155.34,"A_B_a_b","indiff12_pos","indiff6_pos","indiff12_neg","indiff6_neg","indiff6_neg","indiff12_neg","indiff12_pos","indiff6_pos",0,NA,0
"433","3034","ties_allowed","extreme","1",28262.117,"A_B_a_b","plau5_pos","plau3_pos","plau5_neg","plau3_neg","plau5_pos","plau3_pos","plau3_neg","plau5_neg",0,NA,0
"434","3034","ties_allowed","extreme","2",46278.812,"A_a_b_B","impl3_pos","impl3_neg","impl2_neg","impl2_pos","impl3_neg","impl2_neg","impl2_pos","impl3_pos",0,NA,0
"435","3034","ties_allowed","extreme","3",44866.914,"a_A_B_b","plau6_neg","plau6_pos","plau1_pos","plau1_neg","plau1_pos","plau6_pos","plau6_neg","plau1_neg",0,NA,0
"436","3034","ties_allowed","extreme","4",22500.905,"A_b_a_B","impl1_pos","impl4_neg","impl1_neg","impl4_pos","impl1_neg","impl4_neg","impl4_pos","impl1_pos",0,NA,0
"437","3034","ties_allowed","indiff","5",22784.563,"a_B_b_A","indiff6_neg","indiff7_pos","indiff7_neg","indiff6_pos","indiff7_pos","indiff7_neg","indiff6_neg","indiff6_pos",1,1,0
"438","3034","ties_allowed","indiff","9",29815.14,"A_B_b_a","indiff5_pos","indiff3_pos","indiff3_neg","indiff5_neg","indiff3_pos","indiff3_neg","indiff5_neg","indiff5_pos",1,1,0
"439","3034","ties_allowed","indiff","10",13540.496,"A_B_a_b","indiff8_pos","indiff12_pos","indiff8_neg","indiff12_neg","indiff12_pos","indiff12_neg","indiff8_neg","indiff8_pos",1,1,0
"440","3034","ties_allowed","extreme","11",15003.106,"A_a_b_B","plau4_pos","plau4_neg","impl5_neg","impl5_pos","plau4_pos","impl5_neg","impl5_pos","plau4_neg",0,NA,0
"441","3034","ties_allowed","extreme","13",21643.49,"a_B_b_A","impl6_neg","plau2_pos","plau2_neg","impl6_pos","plau2_pos","impl6_neg","plau2_neg","impl6_pos",1,0,0
"442","3033","ties_allowed","indiff","1",41553.6320000089,"A_b_a_B","indiff5_pos","indiff1_neg","indiff5_neg","indiff1_pos","indiff1_pos","indiff5_pos","indiff5_neg","indiff1_neg",0,NA,0
"443","3033","ties_allowed","indiff","2",20463.616000003,"A_B_b_a","indiff10_pos","indiff7_pos","indiff7_neg","indiff10_neg","indiff7_pos","indiff10_pos","indiff10_neg","indiff7_neg",0,NA,0
"444","3033","ties_allowed","extreme","3",19963.879000009,"a_B_b_A","impl1_neg","impl6_pos","impl6_neg","impl1_pos","impl1_neg","impl6_neg","impl1_pos","impl6_pos",1,0,0
"445","3033","ties_allowed","indiff","5",26270.888000003,"a_A_b_B","indiff2_neg","indiff2_pos","indiff12_neg","indiff12_pos","indiff2_pos","indiff12_pos","indiff2_neg","indiff12_neg",1,0,0
"446","3033","ties_allowed","extreme","8",17118.6560000119,"A_a_B_b","plau4_pos","plau4_neg","plau3_pos","plau3_neg","plau4_pos","plau3_pos","plau3_neg","plau4_neg",0,NA,0
"447","3033","ties_allowed","extreme","10",35132.127000003,"A_B_b_a","plau2_pos","plau6_pos","plau6_neg","plau2_neg","plau6_pos","plau2_pos","plau2_neg","plau6_neg",0,NA,0
"448","3033","ties_allowed","indiff","12",21268.4130000059,"A_B_b_a","indiff3_pos","indiff9_pos","indiff9_neg","indiff3_neg","indiff3_pos","indiff9_pos","indiff3_neg","indiff9_neg",1,0,0
"449","3030","ties_allowed","extreme","1",32115.7559999881,"a_A_b_B","plau4_neg","plau4_pos","plau3_neg","plau3_pos","plau4_pos","plau3_pos","plau3_neg","plau4_neg",0,NA,0
"450","3030","ties_allowed","indiff","2",25729.3199999881,"A_a_b_B","indiff12_pos","indiff12_neg","indiff7_neg","indiff7_pos","indiff12_pos","indiff7_pos","indiff12_neg","indiff7_neg",1,0,0
"451","3030","ties_allowed","extreme","3",40946.5659999881,"a_b_A_B","plau1_neg","impl4_neg","plau1_pos","impl4_pos","impl4_neg","plau1_pos","plau1_neg","impl4_pos",0,NA,0
"452","3030","ties_allowed","indiff","4",33141.284000006,"a_A_B_b","indiff1_neg","indiff1_pos","indiff4_pos","indiff4_neg","indiff4_pos","indiff1_pos","indiff1_neg","indiff4_neg",0,NA,0
"453","3030","ties_allowed","indiff","5",28831.7569999881,"a_A_B_b","indiff5_neg","indiff5_pos","indiff8_pos","indiff8_neg","indiff5_neg","indiff5_pos","indiff8_pos","indiff8_neg",1,1,0
"454","3030","ties_allowed","extreme","6",18301.862000006,"A_a_b_B","impl6_pos","impl6_neg","impl5_neg","impl5_pos","impl6_neg","impl5_neg","impl5_pos","impl6_pos",0,NA,0
"455","3030","ties_allowed","extreme","8",27072.908,"a_A_b_B","plau2_neg","plau2_pos","impl3_neg","impl3_pos","plau2_pos","impl3_neg","plau2_neg","impl3_pos",1,0,0
"456","3030","ties_allowed","extreme","9",14468.691,"A_a_B_b","plau5_pos","plau5_neg","plau6_pos","plau6_neg","plau6_pos","plau5_pos","plau5_neg","plau6_neg",0,NA,0
"457","3030","ties_allowed","indiff","10",32234.544,"A_B_a_b","indiff6_pos","indiff10_pos","indiff6_neg","indiff10_neg","indiff6_neg","indiff10_pos","indiff6_pos","indiff10_neg",1,0,0
"458","3030","ties_allowed","extreme","11",16877.6109999881,"a_B_b_A","impl2_neg","impl1_pos","impl1_neg","impl2_pos","impl2_neg","impl1_neg","impl2_pos","impl1_pos",1,0,0
"459","3030","ties_allowed","indiff","12",26365.7610000059,"A_a_b_B","indiff11_pos","indiff11_neg","indiff3_neg","indiff3_pos","indiff11_pos","indiff3_neg","indiff3_pos","indiff11_neg",0,NA,0
"460","3030","ties_allowed","indiff","13",21515.5109999821,"A_a_b_B","indiff9_pos","indiff9_neg","indiff2_neg","indiff2_pos","indiff9_pos","indiff9_neg","indiff2_neg","indiff2_pos",1,1,0
"461","3028","ties_allowed","indiff","1",45000.586000003,"a_b_B_A","indiff2_neg","indiff11_neg","indiff11_pos","indiff2_pos","indiff11_neg","indiff11_pos","indiff2_pos","indiff2_neg",1,1,0
"462","3028","ties_allowed","indiff","2",22795.292000006,"a_b_A_B","indiff10_neg","indiff4_neg","indiff10_pos","indiff4_pos","indiff10_pos","indiff10_neg","indiff4_pos","indiff4_neg",1,1,0
"463","3028","ties_allowed","extreme","3",19853.408999997,"A_b_a_B","impl4_pos","impl6_neg","impl4_neg","impl6_pos","impl4_neg","impl4_pos","impl6_neg","impl6_pos",1,1,0
"464","3028","ties_allowed","extreme","4",27679.162000003,"a_A_b_B","plau2_neg","plau2_pos","plau4_neg","plau4_pos","plau2_pos","plau4_pos","plau4_neg","plau2_neg",0,NA,0
"465","3028","ties_allowed","extreme","5",21877.318,"A_B_b_a","impl5_pos","impl2_pos","impl2_neg","impl5_neg","impl2_neg","impl5_neg","impl5_pos","impl2_pos",0,NA,0
"466","3028","ties_allowed","indiff","6",20103.275999994,"a_B_b_A","indiff9_neg","indiff12_pos","indiff12_neg","indiff9_pos","indiff9_pos","indiff12_pos","indiff9_neg","indiff12_neg",1,0,0
"467","3028","ties_allowed","indiff","8",18825.811000003,"A_B_a_b","indiff7_pos","indiff5_pos","indiff7_neg","indiff5_neg","indiff7_pos","indiff7_neg","indiff5_neg","indiff5_pos",1,1,0
"468","3028","ties_allowed","indiff","9",17009.795999997,"A_b_B_a","indiff1_pos","indiff8_neg","indiff8_pos","indiff1_neg","indiff1_pos","indiff8_neg","indiff8_pos","indiff1_neg",0,NA,0
"469","3028","ties_allowed","extreme","10",23498.671999994,"a_B_b_A","impl1_neg","plau1_pos","plau1_neg","impl1_pos","impl1_neg","plau1_pos","plau1_neg","impl1_pos",0,NA,0
"470","3028","ties_allowed","extreme","11",16375.797999997,"a_A_b_B","plau3_neg","plau3_pos","plau6_neg","plau6_pos","plau6_pos","plau3_pos","plau3_neg","plau6_neg",0,NA,0
"471","3028","ties_allowed","indiff","12",22545.856999997,"a_B_b_A","indiff3_neg","indiff6_pos","indiff6_neg","indiff3_pos","indiff6_neg","indiff3_pos","indiff3_neg","indiff6_pos",0,NA,0
"472","3028","ties_allowed","extreme","13",52599.007999997,"A_B_a_b","plau5_pos","impl3_pos","plau5_neg","impl3_neg","impl3_neg","plau5_pos","plau5_neg","impl3_pos",0,NA,0
"473","3026","ties_allowed","extreme","1",26068.2719999762,"a_b_A_B","plau2_neg","plau6_neg","plau2_pos","plau6_pos","plau6_pos","plau2_pos","plau2_neg","plau6_neg",0,NA,0
"474","3026","ties_allowed","extreme","2",30874.113,"a_b_B_A","plau4_neg","plau5_neg","plau5_pos","plau4_pos","plau4_pos","plau5_pos","plau5_neg","plau4_neg",0,NA,0
"475","3026","ties_allowed","indiff","3",34202.6820000238,"a_A_b_B","indiff1_neg","indiff1_pos","indiff6_neg","indiff6_pos","indiff6_neg","indiff1_neg","indiff6_pos","indiff1_pos",1,0,0
"476","3026","ties_allowed","extreme","4",16500.823,"A_b_a_B","impl3_pos","plau3_neg","impl3_neg","plau3_pos","impl3_neg","plau3_pos","plau3_neg","impl3_pos",0,NA,0
"477","3026","ties_allowed","indiff","5",57507.8749999762,"a_b_A_B","indiff7_neg","indiff11_neg","indiff7_pos","indiff11_pos","indiff11_pos","indiff11_neg","indiff7_neg","indiff7_pos",1,1,0
"478","3026","ties_allowed","extreme","6",20522.574,"a_A_B_b","plau1_neg","plau1_pos","impl2_pos","impl2_neg","plau1_pos","impl2_neg","plau1_neg","impl2_pos",1,0,0
"479","3026","ties_allowed","extreme","8",28514.3720000238,"A_B_b_a","impl5_pos","impl1_pos","impl1_neg","impl5_neg","impl5_neg","impl1_neg","impl5_pos","impl1_pos",1,0,0
"480","3026","ties_allowed","extreme","9",22720.8009999762,"A_b_B_a","impl6_pos","impl4_neg","impl4_pos","impl6_neg","impl4_neg","impl6_neg","impl4_pos","impl6_pos",1,0,0
"481","3026","ties_allowed","indiff","10",21181.6920000477,"A_b_B_a","indiff12_pos","indiff9_neg","indiff9_pos","indiff12_neg","indiff12_pos","indiff9_pos","indiff9_neg","indiff12_neg",0,NA,0
"482","3026","ties_allowed","indiff","11",25951.9689999762,"a_b_B_A","indiff5_neg","indiff2_neg","indiff2_pos","indiff5_pos","indiff5_pos","indiff2_pos","indiff2_neg","indiff5_neg",0,NA,0
"483","3026","ties_allowed","indiff","12",25102.3060000238,"a_b_A_B","indiff4_neg","indiff10_neg","indiff4_pos","indiff10_pos","indiff4_pos","indiff10_neg","indiff10_pos","indiff4_neg",0,NA,0
"484","3026","ties_allowed","indiff","13",30987.4620000477,"a_A_b_B","indiff8_neg","indiff8_pos","indiff3_neg","indiff3_pos","indiff8_neg","indiff3_pos","indiff3_neg","indiff8_pos",0,NA,0
"485","3024","ties_allowed","extreme","1",54088.989,"A_a_B_b","plau1_pos","plau1_neg","impl1_pos","impl1_neg","plau1_pos","impl1_neg","plau1_neg","impl1_pos",1,0,0
"486","3024","ties_allowed","extreme","2",30863.128999997,"A_B_b_a","plau6_pos","plau2_pos","plau2_neg","plau6_neg","plau2_pos","plau6_pos","plau6_neg","plau2_neg",0,NA,0
"487","3024","ties_allowed","indiff","4",23237.342000003,"A_a_B_b","indiff12_pos","indiff12_neg","indiff7_pos","indiff7_neg","indiff7_neg","indiff7_pos","indiff12_pos","indiff12_neg",1,1,0
"488","3024","ties_allowed","extreme","5",35511.2080000015,"A_B_a_b","plau5_pos","impl2_pos","plau5_neg","impl2_neg","plau5_pos","impl2_neg","plau5_neg","impl2_pos",1,0,0
"489","3024","ties_allowed","extreme","10",18371.9320000029,"a_b_A_B","impl5_neg","impl3_neg","impl5_pos","impl3_pos","impl3_neg","impl5_neg","impl5_pos","impl3_pos",0,NA,0
"490","3022","ties_allowed","indiff","3",61009.810000003,"A_b_a_B","indiff3_pos","indiff6_neg","indiff3_neg","indiff6_pos","indiff6_neg","indiff3_pos","indiff3_neg","indiff6_pos",0,NA,0
"491","3022","ties_allowed","extreme","4",32441.640999997,"A_b_B_a","plau5_pos","plau4_neg","plau4_pos","plau5_neg","plau4_pos","plau5_pos","plau5_neg","plau4_neg",0,NA,0
"492","3022","ties_allowed","extreme","5",20020.053000003,"a_B_b_A","impl6_neg","plau1_pos","plau1_neg","impl6_pos","impl6_neg","plau1_pos","plau1_neg","impl6_pos",0,NA,0
"493","3022","ties_allowed","indiff","8",31195.135999994,"a_B_b_A","indiff4_neg","indiff5_pos","indiff5_neg","indiff4_pos","indiff5_neg","indiff4_pos","indiff4_neg","indiff5_pos",0,NA,0
"494","3022","ties_allowed","extreme","9",54231.914999994,"A_b_a_B","impl1_pos","impl2_neg","impl1_neg","impl2_pos","impl2_neg","impl1_neg","impl1_pos","impl2_pos",0,NA,0
"495","3022","ties_allowed","indiff","10",47791.963,"A_b_a_B","indiff8_pos","indiff2_neg","indiff8_neg","indiff2_pos","indiff8_neg","indiff2_neg","indiff8_pos","indiff2_pos",1,0,0
"496","3022","ties_allowed","extreme","11",22130.594000006,"a_b_B_A","impl3_neg","impl4_neg","impl4_pos","impl3_pos","impl3_neg","impl4_neg","impl4_pos","impl3_pos",0,NA,0
"497","3022","ties_allowed","indiff","12",21394.108000003,"a_B_b_A","indiff12_neg","indiff7_pos","indiff7_neg","indiff12_pos","indiff7_neg","indiff12_pos","indiff12_neg","indiff7_pos",0,NA,0
"498","3022","ties_allowed","extreme","13",25247.348999997,"a_A_b_B","impl5_neg","impl5_pos","plau3_neg","plau3_pos","impl5_neg","plau3_pos","plau3_neg","impl5_pos",0,NA,0
"499","3021","ties_allowed","extreme","1",32644.963,"a_b_B_A","plau3_neg","plau2_neg","plau2_pos","plau3_pos","plau2_pos","plau3_pos","plau3_neg","plau2_neg",0,NA,0
"500","3021","ties_allowed","indiff","2",19911.9569999046,"A_a_b_B","indiff4_pos","indiff4_neg","indiff1_neg","indiff1_pos","indiff1_neg","indiff4_pos","indiff4_neg","indiff1_pos",0,NA,0
"501","3021","ties_allowed","extreme","3",17656.2219999523,"a_B_b_A","impl5_neg","plau5_pos","plau5_neg","impl5_pos","plau5_pos","impl5_neg","impl5_pos","plau5_neg",0,NA,0
"502","3021","ties_allowed","indiff","4",30536.4249999046,"a_b_B_A","indiff2_neg","indiff3_neg","indiff3_pos","indiff2_pos","indiff3_neg","indiff2_neg","indiff2_pos","indiff3_pos",0,NA,0
"503","3021","ties_allowed","indiff","5",22984.7309999523,"a_B_b_A","indiff8_neg","indiff11_pos","indiff11_neg","indiff8_pos","indiff11_pos","indiff8_neg","indiff8_pos","indiff11_neg",0,NA,0
"504","3021","ties_allowed","extreme","8",27775.3279999285,"a_B_b_A","plau1_neg","plau4_pos","plau4_neg","plau1_pos","plau4_pos","plau1_pos","plau4_neg","plau1_neg",1,0,0
"505","3021","ties_allowed","indiff","9",20101.5779999762,"a_B_A_b","indiff5_neg","indiff7_pos","indiff5_pos","indiff7_neg","indiff5_pos","indiff7_pos","indiff7_neg","indiff5_neg",0,NA,0
"506","3021","ties_allowed","extreme","10",17082.0809999285,"a_B_A_b","impl1_neg","plau6_pos","impl1_pos","plau6_neg","plau6_pos","impl1_neg","plau6_neg","impl1_pos",1,0,0
"507","3021","ties_allowed","indiff","11",22288.0289999762,"a_A_B_b","indiff9_neg","indiff9_pos","indiff12_pos","indiff12_neg","indiff12_pos","indiff9_neg","indiff12_neg","indiff9_pos",1,0,0
"508","3021","ties_allowed","indiff","12",23351.6669999762,"A_a_b_B","indiff10_pos","indiff10_neg","indiff6_neg","indiff6_pos","indiff6_neg","indiff10_pos","indiff10_neg","indiff6_pos",0,NA,0
"509","3021","ties_allowed","extreme","13",19663.696,"A_b_B_a","impl4_pos","impl3_neg","impl3_pos","impl4_neg","impl3_neg","impl4_neg","impl4_pos","impl3_pos",0,NA,0
"510","3020","ties_allowed","indiff","1",50026.28,"A_B_b_a","indiff5_pos","indiff10_pos","indiff10_neg","indiff5_neg","indiff10_pos","indiff5_pos","indiff10_neg","indiff5_neg",1,0,0
"511","3020","ties_allowed","extreme","4",36801.4,"A_a_B_b","plau5_pos","plau5_neg","impl1_pos","impl1_neg","plau5_pos","impl1_neg","impl1_pos","plau5_neg",0,NA,0
"512","3020","ties_allowed","extreme","5",39372.62,"A_B_b_a","impl6_pos","impl3_pos","impl3_neg","impl6_neg","impl3_neg","impl6_neg","impl6_pos","impl3_pos",0,NA,0
"513","3020","ties_allowed","extreme","10",38380.74,"A_B_b_a","plau4_pos","plau3_pos","plau3_neg","plau4_neg","plau4_pos","plau3_pos","plau3_neg","plau4_neg",0,NA,0
"514","3020","ties_allowed","extreme","12",33827.64,"a_A_b_B","impl2_neg","impl2_pos","plau6_neg","plau6_pos","impl2_neg","plau6_pos","plau6_neg","impl2_pos",0,NA,0
"515","3019","ties_allowed","extreme","1",34516.88,"A_a_B_b","impl1_pos","impl1_neg","impl5_pos","impl5_neg","impl1_neg","impl5_neg","impl1_pos","impl5_pos",1,0,0
"516","3019","ties_allowed","indiff","2",44833.54,"a_b_A_B","indiff4_neg","indiff6_neg","indiff4_pos","indiff6_pos","indiff4_pos","indiff4_neg","indiff6_pos","indiff6_neg",1,1,0
"517","3019","ties_allowed","indiff","3",54392.56,"A_a_b_B","indiff10_pos","indiff10_neg","indiff9_neg","indiff9_pos","indiff10_neg","indiff10_pos","indiff9_neg","indiff9_pos",1,1,0
"518","3019","ties_allowed","indiff","4",34531.08,"a_B_A_b","indiff1_neg","indiff7_pos","indiff1_pos","indiff7_neg","indiff7_pos","indiff1_pos","indiff1_neg","indiff7_neg",0,NA,0
"519","3019","ties_allowed","extreme","5",19824.88,"A_b_B_a","plau6_pos","plau5_neg","plau5_pos","plau6_neg","plau5_pos","plau6_pos","plau6_neg","plau5_neg",0,NA,0
"520","3019","ties_allowed","extreme","6",50095.66,"A_b_B_a","impl3_pos","plau4_neg","plau4_pos","impl3_neg","impl3_neg","plau4_pos","plau4_neg","impl3_pos",0,NA,0
"521","3019","ties_allowed","indiff","8",46157.34,"a_B_A_b","indiff3_neg","indiff12_pos","indiff3_pos","indiff12_neg","indiff12_neg","indiff3_neg","indiff3_pos","indiff12_pos",0,NA,0
"522","3019","ties_allowed","extreme","9",27763.92,"a_A_B_b","impl4_neg","impl4_pos","impl2_pos","impl2_neg","impl2_neg","impl4_neg","impl4_pos","impl2_pos",0,NA,0
"523","3019","ties_allowed","indiff","10",32540.64,"A_a_b_B","indiff11_pos","indiff11_neg","indiff5_neg","indiff5_pos","indiff5_pos","indiff11_pos","indiff5_neg","indiff11_neg",1,0,0
"524","3019","ties_allowed","extreme","12",27422.72,"A_b_B_a","plau3_pos","impl6_neg","impl6_pos","plau3_neg","impl6_neg","plau3_pos","plau3_neg","impl6_pos",0,NA,0
"525","3015","ties_allowed","extreme","2",156021.075,"a_b_A_B","plau6_neg","plau2_neg","plau6_pos","plau2_pos","plau6_pos","plau2_pos","plau2_neg","plau6_neg",0,NA,0
"526","3015","ties_allowed","extreme","8",75009.5470000239,"A_B_b_a","impl6_pos","plau4_pos","plau4_neg","impl6_neg","plau4_pos","impl6_neg","plau4_neg","impl6_pos",1,0,0
"527","3015","ties_allowed","extreme","9",86067.583,"a_b_A_B","impl2_neg","impl1_neg","impl2_pos","impl1_pos","impl1_neg","impl2_neg","impl2_pos","impl1_pos",0,NA,0
"528","3015","ties_allowed","extreme","10",42216.5520000119,"a_B_b_A","plau5_neg","impl3_pos","impl3_neg","plau5_pos","plau5_pos","impl3_neg","plau5_neg","impl3_pos",1,0,0
"529","3015","ties_allowed","extreme","13",53581.2489999761,"a_B_b_A","impl5_neg","impl4_pos","impl4_neg","impl5_pos","impl4_neg","impl5_neg","impl5_pos","impl4_pos",0,NA,0
"530","3011","ties_allowed","indiff","1",34688.041,"a_A_B_b","indiff4_neg","indiff4_pos","indiff2_pos","indiff2_neg","indiff4_pos","indiff2_pos","indiff2_neg","indiff4_neg",0,NA,0
"531","3011","ties_allowed","indiff","2",27301.7899999999,"a_b_A_B","indiff9_neg","indiff7_neg","indiff9_pos","indiff7_pos","indiff7_neg","indiff9_neg","indiff7_pos","indiff9_pos",1,0,0
"532","3011","ties_allowed","indiff","3",24062.8739999999,"a_b_A_B","indiff8_neg","indiff11_neg","indiff8_pos","indiff11_pos","indiff8_neg","indiff11_neg","indiff8_pos","indiff11_pos",1,0,0
"533","3011","ties_allowed","extreme","4",20921.3,"a_A_b_B","plau5_neg","plau5_pos","plau1_neg","plau1_pos","plau1_pos","plau5_pos","plau1_neg","plau5_neg",1,0,0
"534","3011","ties_allowed","extreme","5",17937.5499999997,"A_B_a_b","plau3_pos","impl4_pos","plau3_neg","impl4_neg","plau3_pos","impl4_neg","plau3_neg","impl4_pos",1,0,0
"535","3011","ties_allowed","extreme","6",15170.0679999999,"a_B_b_A","impl5_neg","impl2_pos","impl2_neg","impl5_pos","impl2_neg","impl5_neg","impl5_pos","impl2_pos",0,NA,0
"536","3011","ties_allowed","extreme","8",19659.5749999997,"A_a_b_B","impl1_pos","impl1_neg","impl3_neg","impl3_pos","impl1_neg","impl3_neg","impl1_pos","impl3_pos",1,0,0
"537","3011","ties_allowed","extreme","9",29420.7399999997,"A_b_a_B","plau6_pos","plau4_neg","plau6_neg","plau4_pos","plau4_pos","plau6_pos","plau6_neg","plau4_neg",0,NA,0
"538","3011","ties_allowed","indiff","10",19281.8599999998,"A_a_b_B","indiff5_pos","indiff5_neg","indiff1_neg","indiff1_pos","indiff1_neg","indiff5_neg","indiff1_pos","indiff5_pos",1,0,0
"539","3011","ties_allowed","indiff","11",27354.7439999998,"a_A_B_b","indiff3_neg","indiff3_pos","indiff6_pos","indiff6_neg","indiff6_pos","indiff3_pos","indiff6_neg","indiff3_neg",1,0,0
"540","3011","ties_allowed","extreme","12",26128.5689999996,"A_a_B_b","plau2_pos","plau2_neg","impl6_pos","impl6_neg","impl6_neg","plau2_pos","plau2_neg","impl6_pos",0,NA,0
"541","3011","ties_allowed","indiff","13",25017.1229999998,"a_B_A_b","indiff10_neg","indiff12_pos","indiff10_pos","indiff12_neg","indiff12_pos","indiff10_pos","indiff12_neg","indiff10_neg",1,0,0
"542","3012","ties_allowed","indiff","1",35456.2369999046,"a_b_B_A","indiff11_neg","indiff7_neg","indiff7_pos","indiff11_pos","indiff11_neg","indiff7_pos","indiff7_neg","indiff11_pos",0,NA,0
"543","3012","ties_allowed","extreme","2",30613.6039999523,"A_B_a_b","plau5_pos","plau2_pos","plau5_neg","plau2_neg","plau2_pos","plau5_pos","plau5_neg","plau2_neg",0,NA,0
"544","3012","ties_allowed","indiff","3",27525.2479999046,"A_b_B_a","indiff6_pos","indiff3_neg","indiff3_pos","indiff6_neg","indiff3_pos","indiff6_pos","indiff6_neg","indiff3_neg",0,NA,0
"545","3012","ties_allowed","extreme","4",18864.7739999523,"a_A_B_b","plau6_neg","plau6_pos","impl2_pos","impl2_neg","plau6_pos","impl2_neg","impl2_pos","plau6_neg",0,NA,0
"546","3012","ties_allowed","extreme","5",37030.5250000477,"A_b_a_B","impl6_pos","plau3_neg","impl6_neg","plau3_pos","plau3_pos","impl6_neg","impl6_pos","plau3_neg",0,NA,0
"547","3012","ties_allowed","extreme","6",20901.34,"A_B_b_a","plau4_pos","plau1_pos","plau1_neg","plau4_neg","plau4_pos","plau1_pos","plau1_neg","plau4_neg",0,NA,0
"548","3012","ties_allowed","indiff","8",27319.4499998569,"a_A_b_B","indiff5_neg","indiff5_pos","indiff2_neg","indiff2_pos","indiff2_pos","indiff5_pos","indiff5_neg","indiff2_neg",0,NA,0
"549","3012","ties_allowed","indiff","9",23474.1110000477,"a_B_A_b","indiff4_neg","indiff8_pos","indiff4_pos","indiff8_neg","indiff8_neg","indiff4_pos","indiff4_neg","indiff8_pos",0,NA,0
"550","3012","ties_allowed","extreme","10",16226.0990000477,"A_a_b_B","impl4_pos","impl4_neg","impl5_neg","impl5_pos","impl4_neg","impl5_neg","impl5_pos","impl4_pos",0,NA,0
"551","3012","ties_allowed","indiff","12",16696.5209999523,"A_B_a_b","indiff9_pos","indiff12_pos","indiff9_neg","indiff12_neg","indiff9_pos","indiff12_neg","indiff12_pos","indiff9_neg",0,NA,0
"552","3010","ties_allowed","indiff","1",59311.833999997,"A_b_B_a","indiff2_pos","indiff6_neg","indiff6_pos","indiff2_neg","indiff2_pos","indiff6_neg","indiff6_pos","indiff2_neg",0,NA,0
"553","3010","ties_allowed","extreme","2",24275.4610000015,"a_b_B_A","impl5_neg","plau1_neg","plau1_pos","impl5_pos","impl5_neg","plau1_pos","impl5_pos","plau1_neg",1,0,0
"554","3010","ties_allowed","indiff","3",35576.0419999985,"A_a_B_b","indiff5_pos","indiff5_neg","indiff3_pos","indiff3_neg","indiff3_pos","indiff5_pos","indiff3_neg","indiff5_neg",1,0,0
"555","3010","ties_allowed","indiff","4",54450.664,"a_B_A_b","indiff11_neg","indiff7_pos","indiff11_pos","indiff7_neg","indiff11_pos","indiff7_neg","indiff7_pos","indiff11_neg",0,NA,0
"556","3010","ties_allowed","indiff","5",20429.637,"A_b_B_a","indiff8_pos","indiff12_neg","indiff12_pos","indiff8_neg","indiff8_pos","indiff8_neg","indiff12_pos","indiff12_neg",1,1,0
