"ID","between_subject_condition","within_subject_condition","f00","duration","presentation_order","eveTopleft","eveTopright","eveDownleft","eveDownright","rank_1","rank_2","rank_3","rank_4","if_there_are_errors","error_type","if_there_are_ties","classify_all_ranks"
"5298","ties_allowed","mixed","1",18025.767999997,"a_b_B_A","indiff11_neg","plau1_neg","plau1_pos","indiff11_pos","plau1_pos","indiff11_neg","indiff11_pos","plau1_neg",0,NA,0,"logical"
"5298","ties_allowed","edge","2",18285.044000003,"a_A_B_b","plau6_neg","plau6_pos","impl2_pos","impl2_neg","plau6_pos","impl2_neg","plau6_neg","impl2_pos",1,0,0,"type_2"
"5298","ties_allowed","edge","3",15439.993,"a_B_A_b","impl4_neg","plau5_pos","impl4_pos","plau5_neg","plau5_pos","impl4_neg","plau5_neg","impl4_pos",1,0,0,"type_2"
"5298","ties_allowed","middle","4",20193.001999994,"a_b_B_A","indiff4_neg","indiff7_neg","indiff7_pos","indiff4_pos","indiff7_neg","indiff7_pos","indiff4_pos","indiff4_neg",1,1,0,"type_1"
"5298","ties_allowed","middle","5",14460.889999994,"a_B_b_A","indiff12_neg","indiff2_pos","indiff2_neg","indiff12_pos","indiff12_neg","indiff12_pos","indiff2_neg","indiff2_pos",1,1,0,"type_1"
"5298","ties_allowed","mixed","6",15862.984,"A_b_a_B","indiff5_pos","impl6_neg","indiff5_neg","impl6_pos","indiff5_pos","impl6_neg","indiff5_neg","impl6_pos",1,0,0,"type_2"
"5298","ties_allowed","middle","8",18163.7159999911,"A_a_B_b","indiff9_pos","indiff9_neg","indiff6_pos","indiff6_neg","indiff6_pos","indiff6_neg","indiff9_neg","indiff9_pos",1,1,0,"type_1"
"5298","ties_allowed","mixed","9",13643.574999991,"A_a_B_b","plau4_pos","plau4_neg","indiff3_pos","indiff3_neg","plau4_pos","indiff3_pos","plau4_neg","indiff3_neg",1,0,0,"type_2"
"5298","ties_allowed","middle","10",14494.2809999941,"a_b_B_A","indiff1_neg","indiff10_neg","indiff10_pos","indiff1_pos","indiff10_pos","indiff1_neg","indiff10_neg","indiff1_pos",1,0,0,"type_2"
"5298","ties_allowed","edge","11",15049.721999994,"A_b_a_B","impl3_pos","impl5_neg","impl3_neg","impl5_pos","impl3_neg","impl5_neg","impl5_pos","impl3_pos",0,NA,0,"logical"
"5298","ties_allowed","edge","12",21244.969999994,"A_B_a_b","plau2_pos","plau3_pos","plau2_neg","plau3_neg","plau2_pos","plau3_pos","plau3_neg","plau2_neg",0,NA,0,"logical"
"5298","ties_allowed","mixed","13",8787.92699999403,"A_B_b_a","indiff8_pos","impl1_pos","impl1_neg","indiff8_neg","impl1_neg","indiff8_neg","indiff8_pos","impl1_pos",0,NA,0,"logical"
"5384","ties_allowed","mixed","1",24601.2660000001,"a_b_A_B","plau3_neg","indiff3_neg","plau3_pos","indiff3_pos","indiff3_neg","indiff3_pos","plau3_pos","plau3_neg",1,1,0,"type_1"
"5384","ties_allowed","middle","2",11847.284,"A_B_b_a","indiff4_pos","indiff8_pos","indiff8_neg","indiff4_neg","indiff8_pos","indiff4_pos","indiff8_neg","indiff4_neg",1,0,0,"type_2"
"5384","ties_allowed","mixed","3",12104.1920000001,"A_a_B_b","impl1_pos","impl1_neg","indiff5_pos","indiff5_neg","impl1_neg","indiff5_neg","indiff5_pos","impl1_pos",0,NA,0,"logical"
"5384","ties_allowed","mixed","4",10713.6439999999,"a_B_b_A","impl2_neg","indiff9_pos","indiff9_neg","impl2_pos","impl2_neg","indiff9_pos","indiff9_neg","impl2_pos",0,NA,0,"logical"
"5384","ties_allowed","middle","5",13036.1060000001,"a_b_A_B","indiff7_neg","indiff12_neg","indiff7_pos","indiff12_pos","indiff7_pos","indiff12_neg","indiff7_neg","indiff12_pos",1,0,0,"type_2"
"5384","ties_allowed","edge","6",8904.1620000001,"A_b_B_a","plau4_pos","plau5_neg","plau5_pos","plau4_neg","plau4_pos","plau5_pos","plau4_neg","plau5_neg",1,0,0,"type_2"
"5384","ties_allowed","edge","8",18704.9300000001,"a_b_B_A","impl6_neg","impl3_neg","impl3_pos","impl6_pos","impl3_neg","impl6_neg","impl6_pos","impl3_pos",0,NA,0,"logical"
"5384","ties_allowed","mixed","9",13576.8120000001,"a_A_b_B","indiff6_neg","indiff6_pos","plau6_neg","plau6_pos","plau6_pos","indiff6_neg","indiff6_pos","plau6_neg",0,NA,0,"logical"
"5384","ties_allowed","edge","10",11756.4559999999,"A_a_B_b","plau1_pos","plau1_neg","impl4_pos","impl4_neg","plau1_pos","impl4_neg","plau1_neg","impl4_pos",1,0,0,"type_2"
"5384","ties_allowed","middle","12",14469.1260000001,"A_b_B_a","indiff10_pos","indiff11_neg","indiff11_pos","indiff10_neg","indiff11_neg","indiff10_neg","indiff10_pos","indiff11_pos",0,NA,0,"logical"
"5384","ties_allowed","edge","13",11896.572,"a_B_A_b","plau2_neg","impl5_pos","plau2_pos","impl5_neg","plau2_pos","impl5_neg","plau2_neg","impl5_pos",1,0,0,"type_2"
"5307","ties_allowed","middle","1",23557.168999994,"A_B_b_a","indiff6_pos","indiff11_pos","indiff11_neg","indiff6_neg","indiff6_pos","indiff11_neg","indiff11_pos","indiff6_neg",0,NA,0,"logical"
"5307","ties_allowed","edge","2",20994.123999994,"a_B_A_b","plau2_neg","impl1_pos","plau2_pos","impl1_neg","plau2_pos","impl1_neg","plau2_neg","impl1_pos",1,0,0,"type_2"
"5307","ties_allowed","edge","3",16098.570999997,"A_B_a_b","plau6_pos","impl3_pos","plau6_neg","impl3_neg","plau6_pos","impl3_neg","plau6_neg","impl3_pos",1,0,0,"type_2"
"5307","ties_allowed","mixed","4",18754.7079999881,"a_b_A_B","indiff2_neg","impl2_neg","indiff2_pos","impl2_pos","impl2_neg","indiff2_pos","indiff2_neg","impl2_pos",0,NA,0,"logical"
"5307","ties_allowed","mixed","6",12291.248999994,"a_A_B_b","plau4_neg","plau4_pos","indiff7_pos","indiff7_neg","plau4_pos","indiff7_pos","indiff7_neg","plau4_neg",0,NA,0,"logical"
"5307","ties_allowed","middle","8",15225.5939999881,"a_A_b_B","indiff1_neg","indiff1_pos","indiff4_neg","indiff4_pos","indiff1_pos","indiff1_neg","indiff4_pos","indiff4_neg",1,1,0,"type_1"
"5307","ties_allowed","middle","9",15741.821999994,"a_A_b_B","indiff3_neg","indiff3_pos","indiff9_neg","indiff9_pos","indiff9_neg","indiff3_pos","indiff3_neg","indiff9_pos",0,NA,0,"logical"
"5307","ties_allowed","edge","10",12420.230999997,"a_A_B_b","impl4_neg","impl4_pos","impl5_pos","impl5_neg","impl4_neg","impl5_neg","impl5_pos","impl4_pos",0,NA,0,"logical"
"5307","ties_allowed","mixed","11",10714.5389999941,"A_b_B_a","indiff12_pos","plau1_neg","plau1_pos","indiff12_neg","indiff12_neg","indiff12_pos","plau1_pos","plau1_neg",1,1,0,"type_1"
"5220","ties_allowed","mixed","1",19833,"A_a_b_B","impl5_pos","impl5_neg","indiff3_neg","indiff3_pos","indiff3_pos","impl5_neg","indiff3_neg","impl5_pos",1,0,0,"type_2"
"5220","ties_allowed","edge","2",21643,"A_b_a_B","plau1_pos","plau4_neg","plau1_neg","plau4_pos","plau1_pos","plau4_pos","plau4_neg","plau1_neg",0,NA,0,"logical"
"5220","ties_allowed","edge","3",15256,"A_B_b_a","impl4_pos","plau5_pos","plau5_neg","impl4_neg","plau5_pos","impl4_neg","plau5_neg","impl4_pos",1,0,0,"type_2"
"5220","ties_allowed","edge","4",17466,"a_b_A_B","impl2_neg","plau2_neg","impl2_pos","plau2_pos","impl2_neg","plau2_pos","plau2_neg","impl2_pos",0,NA,0,"logical"
"5220","ties_allowed","middle","5",18568,"A_a_b_B","indiff10_pos","indiff10_neg","indiff1_neg","indiff1_pos","indiff10_pos","indiff1_pos","indiff1_neg","indiff10_neg",0,NA,0,"logical"
"5220","ties_allowed","mixed","6",15931,"A_B_b_a","plau6_pos","indiff11_pos","indiff11_neg","plau6_neg","plau6_pos","indiff11_neg","indiff11_pos","plau6_neg",0,NA,0,"logical"
"5220","ties_allowed","mixed","8",18845,"A_B_b_a","indiff5_pos","plau3_pos","plau3_neg","indiff5_neg","indiff5_neg","plau3_neg","plau3_pos","indiff5_pos",0,NA,0,"logical"
"5220","ties_allowed","mixed","9",18376,"a_b_B_A","indiff2_neg","impl6_neg","impl6_pos","indiff2_pos","impl6_neg","indiff2_neg","indiff2_pos","impl6_pos",0,NA,0,"logical"
"5220","ties_allowed","middle","10",27162,"a_A_B_b","indiff8_neg","indiff8_pos","indiff9_pos","indiff9_neg","indiff9_pos","indiff8_neg","indiff8_pos","indiff9_neg",0,NA,0,"logical"
"5220","ties_allowed","edge","11",12889,"A_a_b_B","impl3_pos","impl3_neg","impl1_neg","impl1_pos","impl3_neg","impl1_neg","impl1_pos","impl3_pos",0,NA,0,"logical"
"5220","ties_allowed","middle","12",13107,"A_B_b_a","indiff7_pos","indiff4_pos","indiff4_neg","indiff7_neg","indiff4_pos","indiff7_pos","indiff4_neg","indiff7_neg",1,0,0,"type_2"
"5220","ties_allowed","middle","13",48484,"A_a_b_B","indiff12_pos","indiff12_neg","indiff6_neg","indiff6_pos","indiff6_pos","indiff12_neg","indiff12_pos","indiff6_neg",0,NA,0,"logical"
"5297","ties_allowed","mixed","1",19195.6720000119,"a_b_B_A","indiff11_neg","impl1_neg","impl1_pos","indiff11_pos","impl1_neg","indiff11_pos","indiff11_neg","impl1_pos",0,NA,0,"logical"
"5297","ties_allowed","edge","2",15058.771,"A_B_a_b","impl2_pos","plau4_pos","impl2_neg","plau4_neg","impl2_neg","plau4_pos","plau4_neg","impl2_pos",0,NA,0,"logical"
"5297","ties_allowed","edge","3",12773.558000006,"A_B_b_a","plau6_pos","plau5_pos","plau5_neg","plau6_neg","plau6_pos","plau5_pos","plau5_neg","plau6_neg",0,NA,0,"logical"
"5297","ties_allowed","middle","5",32802.099000003,"a_B_A_b","indiff3_neg","indiff7_pos","indiff3_pos","indiff7_neg","indiff3_neg","indiff7_neg","indiff3_pos","indiff7_pos",1,0,0,"type_2"
"5297","ties_allowed","edge","6",15210.478,"a_b_A_B","impl5_neg","impl3_neg","impl5_pos","impl3_pos","impl3_neg","impl5_neg","impl5_pos","impl3_pos",0,NA,0,"logical"
"5297","ties_allowed","mixed","8",15676.509000003,"A_B_a_b","plau1_pos","indiff10_pos","plau1_neg","indiff10_neg","plau1_pos","indiff10_neg","indiff10_pos","plau1_neg",0,NA,0,"logical"
"5297","ties_allowed","mixed","11",17238.5330000119,"A_a_B_b","impl6_pos","impl6_neg","indiff4_pos","indiff4_neg","impl6_neg","indiff4_neg","indiff4_pos","impl6_pos",0,NA,0,"logical"
"5297","ties_allowed","mixed","12",18170.3120000089,"A_B_a_b","indiff1_pos","plau2_pos","indiff1_neg","plau2_neg","plau2_pos","indiff1_neg","indiff1_pos","plau2_neg",0,NA,0,"logical"
"5297","ties_allowed","middle","13",12587.706000009,"a_A_b_B","indiff5_neg","indiff5_pos","indiff6_neg","indiff6_pos","indiff5_pos","indiff6_neg","indiff6_pos","indiff5_neg",0,NA,0,"logical"
"5397","ties_allowed","edge","1",34307.44,"A_b_a_B","impl5_pos","plau3_neg","impl5_neg","plau3_pos","plau3_pos","impl5_neg","plau3_neg","impl5_pos",1,0,0,"type_2"
"5397","ties_allowed","edge","2",30458.74,"a_b_B_A","plau5_neg","plau6_neg","plau6_pos","plau5_pos","plau5_pos","plau6_pos","plau6_neg","plau5_neg",0,NA,0,"logical"
"5397","ties_allowed","mixed","3",21416.8,"A_B_b_a","impl6_pos","indiff10_pos","indiff10_neg","impl6_neg","impl6_neg","indiff10_pos","indiff10_neg","impl6_pos",0,NA,0,"logical"
"5397","ties_allowed","middle","4",23651.8,"A_a_B_b","indiff2_pos","indiff2_neg","indiff4_pos","indiff4_neg","indiff2_neg","indiff2_pos","indiff4_neg","indiff4_pos",1,1,0,"type_1"
"5397","ties_allowed","mixed","5",15891.84,"a_b_B_A","indiff1_neg","plau4_neg","plau4_pos","indiff1_pos","plau4_pos","indiff1_neg","indiff1_pos","plau4_neg",0,NA,0,"logical"
"5397","ties_allowed","edge","6",12887.82,"A_b_a_B","impl1_pos","plau2_neg","impl1_neg","plau2_pos","plau2_pos","impl1_neg","impl1_pos","plau2_neg",0,NA,0,"logical"
"5397","ties_allowed","middle","8",14496.1,"a_B_A_b","indiff3_neg","indiff9_pos","indiff3_pos","indiff9_neg","indiff9_pos","indiff3_pos","indiff3_neg","indiff9_neg",0,NA,0,"logical"
"5397","ties_allowed","edge","9",23427.76,"a_A_B_b","impl3_neg","impl3_pos","impl4_pos","impl4_neg","impl3_neg","impl4_neg","impl4_pos","impl3_pos",0,NA,0,"logical"
"5397","ties_allowed","middle","10",22202.86,"A_b_B_a","indiff12_pos","indiff6_neg","indiff6_pos","indiff12_neg","indiff6_pos","indiff12_neg","indiff6_neg","indiff12_pos",1,0,0,"type_2"
"5397","ties_allowed","middle","11",12973.82,"A_b_B_a","indiff5_pos","indiff8_neg","indiff8_pos","indiff5_neg","indiff8_pos","indiff8_neg","indiff5_neg","indiff5_pos",1,1,0,"type_1"
"5397","ties_allowed","mixed","12",21536.44,"A_B_b_a","indiff7_pos","plau1_pos","plau1_neg","indiff7_neg","indiff7_pos","plau1_pos","plau1_neg","indiff7_neg",0,NA,0,"logical"
"5397","ties_allowed","mixed","13",11942.54,"A_a_B_b","indiff11_pos","indiff11_neg","impl2_pos","impl2_neg","indiff11_pos","indiff11_neg","impl2_pos","impl2_neg",1,1,0,"type_1"
"5303","ties_allowed","edge","1",27558.5,"A_a_b_B","plau4_pos","plau4_neg","plau5_neg","plau5_pos","plau4_pos","plau5_pos","plau5_neg","plau4_neg",0,NA,0,"logical"
"5303","ties_allowed","middle","2",24868.28,"a_B_b_A","indiff12_neg","indiff6_pos","indiff6_neg","indiff12_pos","indiff6_pos","indiff12_neg","indiff6_neg","indiff12_pos",1,0,0,"type_2"
"5303","ties_allowed","mixed","3",21129.3,"a_b_B_A","impl4_neg","indiff7_neg","indiff7_pos","impl4_pos","impl4_neg","indiff7_neg","indiff7_pos","impl4_pos",0,NA,0,"logical"
"5303","ties_allowed","edge","4",19569.24,"A_a_B_b","impl2_pos","impl2_neg","impl5_pos","impl5_neg","impl2_neg","impl5_neg","impl5_pos","impl2_pos",0,NA,0,"logical"
"5303","ties_allowed","middle","5",29188.6,"a_b_B_A","indiff5_neg","indiff8_neg","indiff8_pos","indiff5_pos","indiff8_pos","indiff5_pos","indiff5_neg","indiff8_neg",0,NA,0,"logical"
"5303","ties_allowed","edge","6",18306.04,"a_B_b_A","plau6_neg","impl6_pos","impl6_neg","plau6_pos","impl6_neg","plau6_pos","plau6_neg","impl6_pos",0,NA,0,"logical"
"5303","ties_allowed","mixed","8",20517.58,"A_B_b_a","plau1_pos","indiff2_pos","indiff2_neg","plau1_neg","plau1_pos","indiff2_neg","indiff2_pos","plau1_neg",0,NA,0,"logical"
"5303","ties_allowed","mixed","9",17745.06,"A_a_B_b","plau3_pos","plau3_neg","indiff10_pos","indiff10_neg","plau3_pos","indiff10_neg","indiff10_pos","plau3_neg",0,NA,0,"logical"
"5303","ties_allowed","middle","10",25130.92,"A_b_B_a","indiff3_pos","indiff1_neg","indiff1_pos","indiff3_neg","indiff3_pos","indiff1_neg","indiff1_pos","indiff3_neg",0,NA,0,"logical"
"5303","ties_allowed","middle","11",25199.82,"a_b_B_A","indiff9_neg","indiff11_neg","indiff11_pos","indiff9_pos","indiff9_neg","indiff11_pos","indiff11_neg","indiff9_pos",0,NA,0,"logical"
"5303","ties_allowed","mixed","12",15264.94,"A_B_a_b","indiff4_pos","impl3_pos","indiff4_neg","impl3_neg","impl3_neg","indiff4_neg","indiff4_pos","impl3_pos",0,NA,0,"logical"
"5303","ties_allowed","edge","13",13251.46,"A_a_b_B","impl1_pos","impl1_neg","plau2_neg","plau2_pos","impl1_neg","plau2_pos","plau2_neg","impl1_pos",0,NA,0,"logical"
"5438","ties_allowed","middle","1",36419,"A_b_B_a","indiff2_pos","indiff10_neg","indiff10_pos","indiff2_neg","indiff10_neg","indiff2_neg","indiff2_pos","indiff10_pos",0,NA,0,"logical"
"5438","ties_allowed","mixed","2",31088,"A_a_B_b","plau1_pos","plau1_neg","indiff8_pos","indiff8_neg","plau1_pos","indiff8_neg","plau1_neg","indiff8_pos",1,0,0,"type_2"
"5438","ties_allowed","mixed","3",20915,"a_b_A_B","indiff6_neg","plau4_neg","indiff6_pos","plau4_pos","plau4_pos","indiff6_neg","indiff6_pos","plau4_neg",0,NA,0,"logical"
"5438","ties_allowed","middle","4",24130,"A_B_b_a","indiff3_pos","indiff7_pos","indiff7_neg","indiff3_neg","indiff3_neg","indiff7_pos","indiff3_pos","indiff7_neg",1,0,0,"type_2"
"5438","ties_allowed","middle","5",31007,"A_a_B_b","indiff5_pos","indiff5_neg","indiff12_pos","indiff12_neg","indiff12_neg","indiff5_neg","indiff5_pos","indiff12_pos",0,NA,0,"logical"
"5438","ties_allowed","edge","6",19444,"a_B_A_b","plau3_neg","plau2_pos","plau3_pos","plau2_neg","plau3_pos","plau2_pos","plau2_neg","plau3_neg",0,NA,0,"logical"
"5438","ties_allowed","mixed","8",18929,"a_A_B_b","impl3_neg","impl3_pos","indiff1_pos","indiff1_neg","impl3_neg","indiff1_neg","indiff1_pos","impl3_pos",0,NA,0,"logical"
"5438","ties_allowed","middle","9",17188,"a_B_b_A","indiff11_neg","indiff9_pos","indiff9_neg","indiff11_pos","indiff9_pos","indiff11_neg","indiff9_neg","indiff11_pos",1,0,0,"type_2"
"5438","ties_allowed","edge","10",13025,"A_a_b_B","plau6_pos","plau6_neg","impl5_neg","impl5_pos","plau6_pos","impl5_neg","plau6_neg","impl5_pos",1,0,0,"type_2"
"5438","ties_allowed","edge","11",17988,"A_a_B_b","impl1_pos","impl1_neg","impl2_pos","impl2_neg","impl2_neg","impl1_neg","impl1_pos","impl2_pos",0,NA,0,"logical"
"5438","ties_allowed","mixed","12",24424,"a_B_A_b","indiff4_neg","impl6_pos","indiff4_pos","impl6_neg","indiff4_pos","impl6_neg","indiff4_neg","impl6_pos",1,0,0,"type_2"
"5438","ties_allowed","edge","13",18268,"A_b_B_a","plau5_pos","impl4_neg","impl4_pos","plau5_neg","plau5_pos","impl4_pos","impl4_neg","plau5_neg",0,NA,0,"logical"
"5503","ties_allowed","mixed","2",17056.8759999881,"A_b_a_B","impl5_pos","indiff6_neg","impl5_neg","indiff6_pos","indiff6_neg","impl5_neg","indiff6_pos","impl5_pos",1,0,0,"type_2"
"5503","ties_allowed","mixed","3",17489.8429999881,"A_a_b_B","indiff5_pos","indiff5_neg","plau1_neg","plau1_pos","plau1_pos","indiff5_pos","indiff5_neg","plau1_neg",0,NA,0,"logical"
"5503","ties_allowed","edge","5",26406.5350000119,"a_B_A_b","impl4_neg","plau3_pos","impl4_pos","plau3_neg","impl4_neg","plau3_pos","plau3_neg","impl4_pos",0,NA,0,"logical"
"5503","ties_allowed","edge","8",21535.4199999761,"a_A_B_b","plau5_neg","plau5_pos","plau4_pos","plau4_neg","plau4_pos","plau5_pos","plau5_neg","plau4_neg",0,NA,0,"logical"
"5503","ties_allowed","mixed","11",15709.1229999762,"a_B_b_A","indiff8_neg","plau6_pos","plau6_neg","indiff8_pos","plau6_pos","indiff8_pos","indiff8_neg","plau6_neg",0,NA,0,"logical"
"5503","ties_allowed","mixed","12",11563.2739999762,"a_A_B_b","impl2_neg","impl2_pos","indiff4_pos","indiff4_neg","impl2_neg","indiff4_pos","indiff4_neg","impl2_pos",0,NA,0,"logical"
"5294","ties_allowed","mixed","1",25590.093999857,"a_b_A_B","impl5_neg","indiff6_neg","impl5_pos","indiff6_pos","indiff6_pos","indiff6_neg","impl5_neg","impl5_pos",1,1,0,"type_1"
"5294","ties_allowed","mixed","2",33225.761,"A_a_b_B","indiff10_pos","indiff10_neg","plau3_neg","plau3_pos","plau3_pos","indiff10_pos","indiff10_neg","plau3_neg",0,NA,0,"logical"
"5294","ties_allowed","middle","3",53159.8450000477,"a_A_B_b","indiff8_neg","indiff8_pos","indiff2_pos","indiff2_neg","indiff2_neg","indiff2_pos","indiff8_pos","indiff8_neg",1,1,0,"type_1"
"5294","ties_allowed","middle","4",19727.4210000477,"A_a_B_b","indiff7_pos","indiff7_neg","indiff5_pos","indiff5_neg","indiff7_pos","indiff7_neg","indiff5_pos","indiff5_neg",1,1,0,"type_1"
"5294","ties_allowed","middle","5",23596.162999857,"A_B_a_b","indiff1_pos","indiff11_pos","indiff1_neg","indiff11_neg","indiff11_neg","indiff11_pos","indiff1_pos","indiff1_neg",1,1,0,"type_1"
"5294","ties_allowed","edge","6",22277.781999857,"A_a_b_B","impl4_pos","impl4_neg","impl3_neg","impl3_pos","impl3_neg","impl4_neg","impl4_pos","impl3_pos",0,NA,0,"logical"
"5294","ties_allowed","edge","8",11900.114,"A_b_a_B","impl6_pos","plau4_neg","impl6_neg","plau4_pos","plau4_pos","impl6_neg","impl6_pos","plau4_neg",0,NA,0,"logical"
"5294","ties_allowed","edge","9",12751.0159999046,"A_b_B_a","impl1_pos","plau5_neg","plau5_pos","impl1_neg","plau5_pos","impl1_neg","impl1_pos","plau5_neg",0,NA,0,"logical"
"5294","ties_allowed","mixed","10",10679.3520000477,"A_B_a_b","indiff9_pos","plau6_pos","indiff9_neg","plau6_neg","plau6_pos","indiff9_pos","indiff9_neg","plau6_neg",0,NA,0,"logical"
"5294","ties_allowed","middle","11",25994.4520000477,"a_A_b_B","indiff12_neg","indiff12_pos","indiff3_neg","indiff3_pos","indiff3_pos","indiff12_neg","indiff12_pos","indiff3_neg",0,NA,0,"logical"
"5294","ties_allowed","edge","12",10286.782,"a_A_B_b","plau2_neg","plau2_pos","plau1_pos","plau1_neg","plau2_pos","plau1_pos","plau1_neg","plau2_neg",0,NA,0,"logical"
"5294","ties_allowed","mixed","13",12405.639,"A_B_a_b","indiff4_pos","impl2_pos","indiff4_neg","impl2_neg","impl2_neg","indiff4_pos","indiff4_neg","impl2_pos",0,NA,0,"logical"
"5240","ties_allowed","edge","1",26837.92,"A_B_b_a","impl6_pos","plau3_pos","plau3_neg","impl6_neg","plau3_pos","impl6_neg","impl6_pos","plau3_neg",0,NA,0,"logical"
"5240","ties_allowed","edge","2",18924.58,"A_b_a_B","plau1_pos","impl3_neg","plau1_neg","impl3_pos","impl3_neg","plau1_pos","plau1_neg","impl3_pos",0,NA,0,"logical"
"5240","ties_allowed","middle","4",24695.54,"a_B_A_b","indiff2_neg","indiff12_pos","indiff2_pos","indiff12_neg","indiff2_pos","indiff12_pos","indiff12_neg","indiff2_neg",0,NA,0,"logical"
"5240","ties_allowed","edge","5",14260.66,"a_B_b_A","plau4_neg","plau2_pos","plau2_neg","plau4_pos","plau2_pos","plau4_pos","plau2_neg","plau4_neg",1,0,0,"type_2"
"5240","ties_allowed","middle","6",17641.08,"a_A_b_B","indiff11_neg","indiff11_pos","indiff4_neg","indiff4_pos","indiff11_neg","indiff4_pos","indiff11_pos","indiff4_neg",1,0,0,"type_2"
"5240","ties_allowed","mixed","8",14698.9,"a_B_A_b","plau5_neg","indiff5_pos","plau5_pos","indiff5_neg","plau5_pos","indiff5_pos","plau5_neg","indiff5_neg",1,0,0,"type_2"
"5240","ties_allowed","middle","9",21958.64,"a_B_b_A","indiff3_neg","indiff8_pos","indiff8_neg","indiff3_pos","indiff8_pos","indiff3_pos","indiff8_neg","indiff3_neg",1,0,0,"type_2"
"5240","ties_allowed","mixed","10",17902.48,"a_A_B_b","indiff9_neg","indiff9_pos","impl2_pos","impl2_neg","indiff9_pos","impl2_pos","impl2_neg","indiff9_neg",0,NA,0,"logical"
"5240","ties_allowed","mixed","11",15125.74,"a_B_A_b","impl4_neg","indiff10_pos","impl4_pos","indiff10_neg","impl4_neg","indiff10_pos","indiff10_neg","impl4_pos",0,NA,0,"logical"
"5240","ties_allowed","mixed","12",18670.88,"a_b_A_B","plau6_neg","indiff6_neg","plau6_pos","indiff6_pos","indiff6_neg","plau6_pos","indiff6_pos","plau6_neg",1,0,0,"type_2"
"5240","ties_allowed","edge","13",15341.3,"A_b_B_a","impl1_pos","impl5_neg","impl5_pos","impl1_neg","impl5_neg","impl5_pos","impl1_neg","impl1_pos",1,1,0,"type_1"
"5417","ties_allowed","mixed","1",23877.5819997139,"A_a_b_B","indiff6_pos","indiff6_neg","impl3_neg","impl3_pos","impl3_neg","indiff6_neg","indiff6_pos","impl3_pos",0,NA,0,"logical"
"5417","ties_allowed","mixed","2",19498.699,"a_A_b_B","impl1_neg","impl1_pos","indiff7_neg","indiff7_pos","impl1_neg","indiff7_pos","indiff7_neg","impl1_pos",0,NA,0,"logical"
"5417","ties_allowed","edge","3",20149.3709999046,"a_b_B_A","impl2_neg","plau1_neg","plau1_pos","impl2_pos","plau1_pos","impl2_neg","plau1_neg","impl2_pos",1,0,0,"type_2"
"5417","ties_allowed","middle","4",19606.015,"a_A_B_b","indiff12_neg","indiff12_pos","indiff1_pos","indiff1_neg","indiff1_neg","indiff12_neg","indiff12_pos","indiff1_pos",0,NA,0,"logical"
"5417","ties_allowed","middle","5",19645.7599997139,"A_B_a_b","indiff2_pos","indiff9_pos","indiff2_neg","indiff9_neg","indiff9_neg","indiff2_pos","indiff2_neg","indiff9_pos",0,NA,0,"logical"
"5417","ties_allowed","edge","6",19190.2239996185,"A_a_b_B","impl4_pos","impl4_neg","impl5_neg","impl5_pos","impl5_neg","impl4_neg","impl5_pos","impl4_pos",1,0,0,"type_2"
"5417","ties_allowed","edge","8",14934.8619998093,"a_b_B_A","plau3_neg","plau6_neg","plau6_pos","plau3_pos","plau6_pos","plau3_pos","plau3_neg","plau6_neg",0,NA,0,"logical"
"5417","ties_allowed","mixed","9",20040.9489997139,"A_b_a_B","indiff3_pos","plau2_neg","indiff3_neg","plau2_pos","plau2_pos","indiff3_neg","indiff3_pos","plau2_neg",0,NA,0,"logical"
"5417","ties_allowed","middle","10",17568.4649996185,"a_A_B_b","indiff8_neg","indiff8_pos","indiff11_pos","indiff11_neg","indiff8_pos","indiff11_neg","indiff8_neg","indiff11_pos",1,0,0,"type_2"
"5417","ties_allowed","edge","11",19430.189,"A_B_a_b","plau5_pos","impl6_pos","plau5_neg","impl6_neg","impl6_neg","plau5_pos","plau5_neg","impl6_pos",0,NA,0,"logical"
"5417","ties_allowed","mixed","12",22316.6169998093,"a_A_b_B","plau4_neg","plau4_pos","indiff10_neg","indiff10_pos","plau4_pos","indiff10_pos","indiff10_neg","plau4_neg",0,NA,0,"logical"
"5417","ties_allowed","middle","13",19518.168,"A_a_b_B","indiff4_pos","indiff4_neg","indiff5_neg","indiff5_pos","indiff5_neg","indiff4_pos","indiff4_neg","indiff5_pos",0,NA,0,"logical"
"5355","ties_allowed","middle","1",26801.385999997,"a_A_B_b","indiff10_neg","indiff10_pos","indiff5_pos","indiff5_neg","indiff10_neg","indiff5_neg","indiff10_pos","indiff5_pos",1,0,0,"type_2"
"5355","ties_allowed","middle","2",17839.0009999993,"A_a_B_b","indiff9_pos","indiff9_neg","indiff12_pos","indiff12_neg","indiff9_pos","indiff12_pos","indiff9_neg","indiff12_neg",1,0,0,"type_2"
"5355","ties_allowed","edge","3",28735.9209999978,"a_b_B_A","impl2_neg","impl4_neg","impl4_pos","impl2_pos","impl4_neg","impl2_neg","impl2_pos","impl4_pos",0,NA,0,"logical"
"5355","ties_allowed","edge","4",15232.889,"a_b_B_A","plau4_neg","impl5_neg","impl5_pos","plau4_pos","plau4_pos","impl5_neg","impl5_pos","plau4_neg",0,NA,0,"logical"
