"le_Mean","le_SD","le_2.5%","le_97.5%","lm_Mean","lm_SD","lm_2.5%","lm_97.5%","t1e_Mean","t1e_SD","t1e_2.5%","t1e_97.5%","t1m_Mean","t1m_SD","t1m_2.5%","t1m_97.5%"
0.6491238263125,0.109318535188205,0.406384175,0.834372375,0.36629184475,0.129549670687603,0.126836225,0.62756995,0.0750933085318375,0.0542136951714644,0.00620405425,0.209559525,0.30320207652,0.130561458220379,0.0788141875,0.583918275
0.839933306,0.0805025739099844,0.65977765,0.970056675,0.4381191164375,0.130600938355843,0.18785705,0.694331575,0.0901077451856875,0.0665861911837307,0.00764472225,0.258359325,0.330652421713563,0.137859030643285,0.08754685,0.623409275
0.744015695875,0.0947401891911169,0.531510125,0.903134025,0.3675650927375,0.129230296432244,0.126179375,0.6280299,0.082034754190975,0.0600825664721632,0.006957239,0.2306158,0.6394439356875,0.152525132876014,0.342537225,0.917452925
0.743735432875,0.0957809593902905,0.532494575,0.90388515,0.726581826125,0.123122121336074,0.466937225,0.937239075,0.0821456435984925,0.0595363139707871,0.00659975975,0.230464525,0.381847842086562,0.182249439455591,0.067623165,0.768736575
0.79194364025,0.086972913785425,0.601767475,0.937559975,0.51195228115625,0.130119661760801,0.254542475,0.760735525,0.0845770633144062,0.0620824201564,0.006685763,0.239733925,0.36356500561875,0.149121961480543,0.102407575,0.67777165
0.79116810075,0.0880768872082816,0.594431725,0.9362468,0.5822036013125,0.128373702243991,0.327975275,0.82300855,0.08656491073985,0.0624010236568948,0.006551263,0.242617,0.2884384573365,0.149339970306829,0.03882172,0.604460425
0.7436329948125,0.0958588827157896,0.5291812,0.902607425,0.51017114,0.130240669260566,0.255428675,0.7606038,0.0816626984139812,0.059835198403598,0.006377024,0.233089075,0.46817733491875,0.157502131318004,0.181472725,0.796986025
0.7436607408125,0.0950276244225178,0.530785425,0.901014875,0.6553859965625,0.127097053197551,0.394895025,0.88623485,0.0817806362245875,0.0589335032934975,0.00659273625,0.2295801,0.462135136180625,0.17781263274843,0.147519325,0.834900275
0.696228430625,0.103830990617131,0.46464245,0.868038425,0.5115852745875,0.129362859980693,0.26109095,0.757835425,0.118593467645,0.0702791757423306,0.02295066,0.2930422,0.467476951825,0.156424216571166,0.182929925,0.7938892
0.8399098515,0.0808602565136238,0.657459575,0.969608075,0.440898086525,0.129197810198755,0.193652725,0.6958636,0.090490300798825,0.0668630343616474,0.007939208,0.25908565,0.51499962365,0.151783456174659,0.2335911,0.81835025
0.8393884719375,0.0812974999344648,0.660362475,0.9723507,0.655794786125,0.126551651075148,0.3978584,0.8838448,0.0899604443309,0.0653638092284236,0.007532107,0.25023825,0.327488246728563,0.16227368766822,0.05083994,0.677927075
0.7924357228125,0.0872692034345241,0.59965435,0.938349925,0.50796512773125,0.129214797289046,0.257214025,0.758399925,0.0854346809921187,0.0631645232539288,0.00664979675,0.2441425,0.4681453414875,0.157373488076237,0.18231575,0.7907644
0.8397093768125,0.0806430618812054,0.664784225,0.97179535,0.6538614794375,0.126335620087189,0.398867925,0.884723975,0.0901683350300625,0.0661139797252821,0.00783874075,0.259559775,0.327360054154437,0.161936446203724,0.0479391875,0.6743604
0.74225353125,0.095445893864181,0.5309675,0.900041,0.5826190665625,0.129271437688361,0.324699775,0.82482345,0.124140998536875,0.0745940899604833,0.0229966275,0.31045075,0.52555542906875,0.169373157209416,0.21602725,0.8675425
0.839520804,0.0808640496501038,0.6611039,0.971034725,0.58270592625,0.129499428106872,0.322512625,0.826043975,0.0894705975934063,0.0652898827664859,0.00742786725,0.25324145,0.4053897183275,0.160196274089846,0.1220258,0.74232125
0.6954507138125,0.103778229125398,0.4623946,0.86785825,0.29608850126875,0.127063743370271,0.0738665875,0.5606242,0.1186245025315,0.0701824946970866,0.0226737875,0.290819375,0.35843794521875,0.128473842866736,0.127678625,0.625470375
0.742932729875,0.0952181765036045,0.528062675,0.9040938,0.43805455144375,0.130394416083987,0.19223235,0.6958621,0.0820324152257438,0.0599185422201821,0.006428322,0.229684575,0.514443844925,0.151757972292227,0.23665575,0.815365875
0.743201207875,0.0949507965019452,0.534248475,0.902103375,0.581288744625,0.129099832081879,0.3185479,0.820239675,0.0822703774809375,0.0604084170175861,0.00618851275,0.2349353,0.289986299677812,0.149939610969454,0.0416071125,0.60941025
0.7434165346875,0.0946081146020438,0.533529275,0.90115095,0.654430966625,0.126365971290296,0.39868835,0.88373695,0.0815581022019,0.0590217336063446,0.00672917725,0.229470475,0.4644238727925,0.178642510506916,0.144277875,0.836355175
0.8391723861875,0.0819372254480377,0.6573932,0.97126755,0.58287372425,0.128359768291691,0.32388415,0.82508595,0.0899606932047375,0.0664446935222671,0.00713081575,0.259525175,0.40773843465875,0.160325387615371,0.12384195,0.742313475
0.649445778,0.111171677807866,0.4050767,0.83575995,0.5824469258125,0.129638247979328,0.32244025,0.824145975,0.1147078712145,0.0685253575725889,0.0211849825,0.2819522,0.5231781299875,0.170043295655126,0.211302825,0.864453775
0.7437927043125,0.0952807296000742,0.529230125,0.903062575,0.4387657187,0.13158788450814,0.1875802,0.696757775,0.0816184969219062,0.0594936428724963,0.00678413,0.2346601,0.52002267794375,0.153100063602052,0.237210125,0.8282149
0.792016513625,0.0879311374332549,0.597766275,0.938848425,0.50981663480625,0.131246111155286,0.252474325,0.759222075,0.0844465281943375,0.0615413993947676,0.00643880225,0.2387045,0.259601343871938,0.138367294115051,0.0342926825,0.5533628
0.744626724625,0.094167449598202,0.536648975,0.9031981,0.509158068775,0.128616475103061,0.255624375,0.75153135,0.0814569539750088,0.0593505768776855,0.00690840925,0.23085495,0.4667492993625,0.15683524353327,0.1790621,0.7874224
0.8387587319375,0.0815677496608548,0.658293025,0.97099845,0.7264199835,0.122924900611909,0.464330325,0.9378151,0.08951089457885,0.065923591586475,0.0076068465,0.25351125,0.378344860141688,0.180603868234676,0.0660083675,0.76448295
0.7440030586875,0.0951826820482118,0.531068475,0.903433575,0.43890112570625,0.129946462602445,0.1920384,0.69725205,0.0821280068116162,0.0596032382484622,0.00649482525,0.227908175,0.239322251825438,0.130786685086179,0.0298533025,0.520910575
0.741552846875,0.0962189418786873,0.525881325,0.90235815,0.3666736342125,0.128732679640219,0.1288093,0.6260186,0.0820428373107875,0.0596647973066861,0.0066020225,0.231843975,0.21846574676,0.122052055588237,0.024827895,0.48426715
